collection,gpp_no,accession_number,culture_general,culture_specific,country_production,region_production,date_earliest,mean_date,date_latest,period,art_period,dynasty,dynasty_simple,reign,material,technique,description,ware,maker,object_type,dimensions,N_gpp_no
bapd,bapd_9028526,"london, market, ede",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028527,"london, market, ede | london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028528,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028529,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028535,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028536,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028541,"naples, museo archeologico nazionale: 2431",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028542,"naples, museo archeologico nazionale: 2433",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028548,"new york (ny), metropolitan museum: 06.1021.125",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028549,"new york (ny), metropolitan museum: 53.149",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028553,"bolligen, private, r. blatter",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028560,"paris, musée du louvre: mnc199",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028561,"paris, musée du louvre: mnc294",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028574,"prague, national museum",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9028625,"new york (ny), market, christie's | private, collection unknown",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9028911,"london, market, bonhams | germany, private | freiburg, market, galerie günter puhze",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029247,"london, market, bonhams | usa, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9029249,"london, market, bonhams | usa, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9029263,"london, market, bonhams | france, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_9029265,"switzerland, private | london, market, bonhams",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029279,"london, market, bonhams | switzerland, private | great britain, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029288,"london, market, bonhams",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029581,"london, market, bonhams",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029584,"london, market, bonhams | switzerland, private, paulette goddard remarque | london, market, sotheby's | germany, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029744,"st. petersburg, state hermitage museum: p1903.140",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029847,"marathon, museum: k458",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029932,"rhodes, archaeological museum: p23155",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9029954,"athens, benaki museum: 35417",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_9029955,"athens, benaki museum: 35415",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_9029956,"athens, benaki museum: 38151",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_9031261,"vienna, kunsthistorisches museum: iv1920",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9031310,"vienna, kunsthistorisches museum: iv803",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031311,"vienna, kunsthistorisches museum: iv2030",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031313,"vienna, kunsthistorisches museum: iv718 | unknown, private, lamberg collection: 380",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031339,"vienna, kunsthistorisches museum: iv1934",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9031340,"vienna, kunsthistorisches museum: iv976",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9031721,"bochum, ruhr universität, kunstsammlungen: s128",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031722,"bochum, ruhr universität, kunstsammlungen: s57",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031729,"bochum, ruhr universität, kunstsammlungen: s197",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,alabastron,NA,1
bapd,bapd_9031731,"bochum, ruhr universität, kunstsammlungen: s138",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9031736,"bochum, ruhr universität, kunstsammlungen: s22",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9032344,"berlin, antikensammlung: f2212",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032345,"berlin, antikensammlung: f4056",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032349,"berlin, antikensammlung: f2438",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032352,"berlin, antikensammlung: f2439",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032353,"berlin, antikensammlung: f2231",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032354,"berlin, antikensammlung: f2433",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032929,"göttingen, georg-august-universität: f2218 | berlin, antikensammlung: f2218",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9032936,"göttingen, georg-august-universität: k636",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black pattern,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9033120,"erlangen, friedrich-alexander-universität: s17r390",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9033166,"erlangen, friedrich-alexander-universität: i239",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9033167,"erlangen, friedrich-alexander-universität: i243",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9033168,"erlangen, friedrich-alexander-universität: i242",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9033172,"erlangen, friedrich-alexander-universität: i523",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9034212,"portugal, private, manuel de lancastre",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9034416,"dresden, staatliche kunstsammlungen, albertinum: zv3819",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9034419,"dresden, staatliche kunstsammlungen, albertinum: zv2026",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9034421,"dresden, staatliche kunstsammlungen, albertinum: zv3816",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035074,"london, market, ede",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035076,"sarasota (fl), private | bonn, private, e. langlotz | london, market, forge and lynch | virginia, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035087,"heidelberg, ruprecht-karls-universität: l6",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035088,"heidelberg, ruprecht-karls-universität: l5",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035089,"heidelberg, ruprecht-karls-universität: l4",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035090,"heidelberg, ruprecht-karls-universität: l2",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035114,"berlin, antikensammlung: f2494",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9035115,"berlin, antikensammlung: f2495",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9035116,"berlin, antikensammlung: f2703",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9035117,"berlin, antikensammlung: f2702",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9035379,"dublin, university college: 539 | dublin, national museum of ireland: 1910.26 | dublin, university college: v5037",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035382,"dublin, university college: 133 | dublin, university college: v3046",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9035386,"dublin, university college: 126 | dublin, national museum of ireland: 1910.27 | dublin, university college: v5016",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9036997,"oxford, ashmolean museum: 1947.115",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9036998,"sarasota (fl), private: 2015.6.2 | new york (ny), private, b. &amp; a. hero | new york (ny), market, ward &amp; company | virginia, private: 2015.6.2",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9037020,"toulouse, musée st. raymond",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_9037710,"bari, museo archeologico provinciale: 6251",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_9037717,"atami, moa museum of art",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_9045,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_9046,"london, market, sotheby's",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_9071,"limoges, musee adrien dubouche: 80.59",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_9407,"aleria, musée archeologique: 2212a | aleria, musée archeologique: t92 | aleria, musée archeologique: 67.524",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_9472,"würzburg, universität, martin von wagner museum: l546 | würzburg, universität, martin von wagner museum: 546",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,alabastron,NA,1
bapd,bapd_9537,"paris, musée du louvre: n3379 | paris, musée du louvre: g483",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_volute,NA,1
bapd,bapd_9559,"copenhagen, national museum: b168 | copenhagen, national museum: chrviii939",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_9637,"bochum, ruhr universität, kunstsammlungen: s1172 | lugano, private",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,stamnos,NA,1
bapd,bapd_9842,"zurich, market, galerie koller | new york (ny), e. brummer: 707",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9981,"london, british museum: e246",european,greek,greece,attica,-475,-450,-425,NA,Classical,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
met_nyc,met_246585,96.18.68,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,h. 3 7/8 in. (9.9 cm); diameter  9 1/4 in. (23.5 cm),1
met_nyc,met_246720,98.8.8,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,stamnos,overall: 15 11/16 x 17 1/4in. (39.9 x 43.8cm)\r\ndiameter  14 1/4in. (36.2cm),1
met_nyc,met_247293,06.1021.127,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,height: 12 7/16 in. (31.6 cm)\r\ndiameter: 4 7/8 × 2 3/16 × 2 5/8 in. (12.4 × 5.6 × 6.6 cm),1
met_nyc,met_247316,06.1021.152,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,column-krater,h. 17 in. (43.2 cm)\r\ndiameter  13 11/16 in. (34.7 cm),1
met_nyc,met_247354,06.1021.191,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,pelike,h. 16 1/2 in. (41.9 cm),1
met_nyc,met_247963,07.286.83,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,squat lekythos,h. 4 1/8 in. (10.5 cm),1
met_nyc,met_250800,19.192.67,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,h. 4 3/8 in. (11.1 cm); diameter 10 5/8 in. (27 cm),1
met_nyc,met_251488,24.97.27,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,nolan neck-amphora,h. 12 5/16 in (31.3 cm)\r\ndiameter 6 11/16 in (17 cm),1
met_nyc,met_251497,24.97.37,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 5 1/2 in. (14 cm),1
met_nyc,met_254227,41.162.60,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,column-krater,h. 39.50 cm.,1
met_nyc,met_254241,41.162.69,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,column-krater,h. 14 13/16 in. (37.7 cm); diameter  11 5/8 in. (29.6 cm),1
met_nyc,met_254256,41.162.84,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 6 15/16 in. (17.7 cm); diameter  2 5/16 in. (5.9 cm),1
met_nyc,met_254258,41.162.86,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,column-krater,h. 16 1/4 in. ( 41.3 cm); width  15 15/16 in. (40.5 cm),1
met_nyc,met_254272,41.162.100,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,skyphos,h. 2 1/4 in. (5.8 cm)\r\nwidth  4 3/4 in. (12.1 cm)\r\ndiameter  2 13/16 in. (7.2 cm),1
met_nyc,met_254295,41.162.123,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,squat lekythos,h. 3 5/16 in. (8.5 cm.),1
met_nyc,met_254299,41.162.127,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,skyphos,h. 3 1/4 in. (8.3 cm); diameter  4 in. (10.1 cm); width with handles  6 1/4 in. (15.9 cm),1
met_nyc,met_254317,41.162.145,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 6 3/4 in. (17.2 cm); diameter  2 5/16 in. (5.9 cm),1
met_nyc,met_254319,41.162.147,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 6 1/2 in. (16.5 cm); diameter 2 1/8 in. (5.4 cm),1
met_nyc,met_254321,41.162.149,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,diameter: 1 1/4 × 11/16 × 1 in. (3.1 × 1.7 × 2.5 cm)\r\nheight: 3 5/16 in. (8.5 cm),1
met_nyc,met_254334,41.162.163,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,h. 2 3/16 in. (5.6 cm),1
met_nyc,met_254351,41.162.180,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,h. 2 13/16 in. (7.2 cm); diameter  5 1/4 in. (13.4 cm); width with handles  7 3/4 in. (19.7 cm),1
met_nyc,met_254562,46.129.4,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,diameter: 3 3/8 × 1 13/16 × 2 3/8 in. (8.6 × 4.6 × 6 cm)\r\nheight: 8 5/8 in. (21.9 cm),1
met_nyc,met_254792,53.192.7,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 5 3/16 in. (13.1 cm),1
met_nyc,met_254802,54.11.6,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kantharos,h. 4 3/4 in. (12.1 cm),1
met_nyc,met_254899,56.171.41,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,nolan neck-amphora with ridged handles,h. 11 1/8 in. (28.3 cm)\r\ndiameter of mouth  4 13/16 in. (12.2 cm)\r\ndiameter of foot  3 1/16 in. (7.8 cm),1
met_nyc,met_254919,56.171.60,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kantharos,h. 6 in. (15.3 cm); diameter mouth  5 7/8 in. (14.9 cm); diameter foot  3 1/16 in. (7.7 cm),1
met_nyc,met_254929,57.11.2,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,pelike,h. 21.01 cm.,1
met_nyc,met_254959,57.12.21,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,width  11 3/4in. (29.9cm); diameter  9in. (22.9cm),1
met_nyc,met_254974,58.11.1,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,overall: 3 3/4 x 12 13/16in. (9.6 x 32.5cm); diameter  10 1/8in. (25.7cm),1
met_nyc,met_255614,1978.11.1,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,askos,overall: 2 5/8 x 4 1/4in. (6.6 x 10.8cm),1
met_nyc,met_255771,1982.474,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,diam.: 7 3/8 x 10 in. (18.7 cm) ( foot,1
met_nyc,met_256612,x.21.33,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,skyphos,h. 3 1/8 in. (8 cm)\r\ndiameter  5 9/16 in. (14.1 cm),1
met_nyc,met_256613,x.21.34,european,greek,greece,NA,-475,-475,-475,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,hydria,11 3/4 × 8 3/4 in. (29.8 × 22.2 cm)\r\ndiam. of rim: 6 in. (15.2 cm)\r\ndiam. of foot: 4 3/8 in. (11.1 cm),1
met_nyc,met_247259,06.1021.93,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,other: 5 in. (12.7 cm),1
met_nyc,met_247315,06.1021.151,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,amphora,h. 19 7/16 in. (49.4 cm),1
met_nyc,met_247547,6.1129,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,squat lekythos,h. 5 3/8 in. (13.7 cm),1
met_nyc,met_247924,07.286.44,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,h. 5 1/2 in. (14 cm); diameter 2 5/8 in. (6.7 cm); h. as restored  6 7/8 in. (17.5 cm),1
met_nyc,met_248097,08.258.25,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,olpe,h. 8 in. (20.3 cm); diameter  5 7/16 in. (13.8 cm),1
met_nyc,met_249068,16.72,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,column-krater,h. 14 7/8 in. (37.8 cm)\r\ndiameter of mouth  13 1/16 in. (33.2 cm),1
met_nyc,met_250664,18.74.1,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,stamnos,h. 32.41 cm.,1
met_nyc,met_250994,20.245,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,neck-amphora of panathenaic shape,h. as restored 15 7/8 in. (40.3 cm),1
met_nyc,met_251398,23.160.54,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,kylix,h. 5 in. (12.7 cm)\r\ndiameter  12 7/16 in. (31.6 cm),1
met_nyc,met_251399,23.160.55,european,greek,greece,NA,-470,-470,-470,classical,Classical,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,h. 6 1/2 in. (16.5 cm)\r\ndiameter  4 5/16 in. (11 cm),1
